city,cd,admdate,year,month,day,dow,date,season,count,variable,group,cause,sex,age,mean_temp,temp4lag,pm25,pm25lag,no2,no2lag,o3,o3lag,hum_mean
Toronto,3520,01-Jan-96,1996,1,1,2,1996-01-01,cold,,mort_all_m_36_40,mort,all,Male,36,-2.98,-2.425,10.6481655245467,,28.6394864975684,,11.2620349858387,,89.2777777777778
Toronto,3520,02-Jan-96,1996,1,2,3,1996-01-02,cold,,mort_all_m_36_40,mort,all,Male,36,-11.46,-4.48,8.64376249210969,9.64596400832821,29.4829040640758,29.0611952808221,15.5431193235069,13.4025771546728,64.1388888888889
Toronto,3520,03-Jan-96,1996,1,3,4,1996-01-03,cold,,mort_all_m_36_40,mort,all,Male,36,-13.72,-7.155,8.62407346429751,8.6339179782036,29.4332580374168,29.4580810507463,15.978223372774,15.7606713481404,56.9583333333333
Toronto,3520,04-Jan-96,1996,1,4,5,1996-01-04,cold,,mort_all_m_36_40,mort,all,Male,36,-15.64,-10.95,17.2069272378911,12.9155003510943,41.4118593632567,35.4225587003367,5.76785500546309,10.8730391891185,66.1944444444444
Toronto,3520,05-Jan-96,1996,1,5,6,1996-01-05,cold,,mort_all_m_36_40,mort,all,Male,36,-15.94,-14.19,13.1577457505866,15.1823364942389,41.1865663703955,41.2992128668261,8.99637137186394,7.38211318866352,66.3194444444445
Toronto,3520,06-Jan-96,1996,1,6,7,1996-01-06,cold,,mort_all_m_36_40,mort,all,Male,36,-15.02,-15.08,29.4727677349483,21.3152567427675,55.0915725628803,48.1390694666379,3.38306972585866,6.1897205488613,75.7083333333333
Toronto,3520,07-Jan-96,1996,1,7,1,1996-01-07,cold,,mort_all_m_36_40,mort,all,Male,36,-13.1,-14.925,13.6440435084627,21.5584056217055,34.6794562781218,44.8855144205011,12.6150023049303,7.9990360153945,67.6944444444445
Toronto,3520,08-Jan-96,1996,1,8,2,1996-01-08,cold,,mort_all_m_36_40,mort,all,Male,36,-10.74,-13.7,13.967771907627,13.8059077080449,43.4312130946983,39.0553346864101,10.4915226034334,11.5532624541819,64.0138888888889
Toronto,3520,09-Jan-96,1996,1,9,3,1996-01-09,cold,,mort_all_m_36_40,mort,all,Male,36,-6.04,-11.225,15.8880257995045,14.9278988535658,42.0718212132876,42.751517153993,6.59378880215321,8.5426557027933,83.9027777777778
Toronto,3520,10-Jan-96,1996,1,10,4,1996-01-10,cold,,mort_all_m_36_40,mort,all,Male,36,-10.34,-10.055,10.0979328047103,12.9929793021074,32.9657948340291,37.5188080236584,12.529514874667,9.5616518384101,75.625
Toronto,3520,11-Jan-96,1996,1,11,5,1996-01-11,cold,,mort_all_m_36_40,mort,all,Male,36,-11.22,-9.585,23.5993342485996,16.848633526655,55.904077706418,44.4349362702235,4.78478644151408,8.65715065809053,80.6388888888889
Toronto,3520,12-Jan-96,1996,1,12,6,1996-01-12,cold,,mort_all_m_36_40,mort,all,Male,36,-6.34,-8.485,20.1385776286038,21.8689559386017,47.187869011635,51.5459733590265,6.05911461443339,5.42195052797374,80.9444444444445
Toronto,3520,13-Jan-96,1996,1,13,7,1996-01-13,cold,,mort_all_m_36_40,mort,all,Male,36,-4.02,-7.98,29.9346810854387,25.0366293570212,43.5268408762893,45.3573549439621,2.80050920116515,4.42981190779927,92.4857142857143
Toronto,3520,14-Jan-96,1996,1,14,1,1996-01-14,cold,,mort_all_m_36_40,mort,all,Male,36,-0.98,-5.64,14.3093256647761,22.1220033751074,29.9630854060593,36.7449631411743,9.73642457390845,6.2684668875368,87.0555555555556
Toronto,3520,15-Jan-96,1996,1,15,2,1996-01-15,cold,,mort_all_m_36_40,mort,all,Male,36,-12.72,-6.015,9.19565612594404,11.7524908953601,33.5177722304357,31.7404288182475,17.6370563228233,13.6867404483659,60.3194444444445
Toronto,3520,16-Jan-96,1996,1,16,3,1996-01-16,cold,,mort_all_m_36_40,mort,all,Male,36,-3.76,-5.37,11.060198951621,10.1279275387825,39.1130478962094,36.3154100633226,13.3826323301592,15.5098443264913,73.7101449275362
Toronto,3520,17-Jan-96,1996,1,17,4,1996-01-17,cold,,mort_all_m_36_40,mort,all,Male,36,4.28,-3.295,13.6044398428611,12.332319397241,38.8377845394045,38.9754162178069,7.13057303424757,10.2566026822034,96.0416666666667
Toronto,3520,18-Jan-96,1996,1,18,5,1996-01-18,cold,,mort_all_m_36_40,mort,all,Male,36,7.46,-1.185,14.6152893703992,14.1098646066301,42.6104041342508,40.7240943368276,7.44000273471717,7.28528788448237,90.6527777777778
Toronto,3520,19-Jan-96,1996,1,19,6,1996-01-19,cold,,mort_all_m_36_40,mort,all,Male,36,-1.10935566288717e-17,1.995,6.84153785346365,10.7284136119314,26.507000897022,34.5587025156364,18.2021996934661,12.8211012140917,85.0277777777778
Toronto,3520,20-Jan-96,1996,1,20,7,1996-01-20,cold,,mort_all_m_36_40,mort,all,Male,36,-6.58,1.29,7.80677133736999,7.32415459541682,28.5982876133749,27.5526442551984,18.953185917578,18.577692805522,67.0985915492958
Toronto,3520,21-Jan-96,1996,1,21,1,1996-01-21,cold,,mort_all_m_36_40,mort,all,Male,36,-3.84,-0.739999999999999,10.207098810103,9.00693507373652,26.1840183308041,27.3911529720895,15.1887491235879,17.0709675205829,69.6388888888889
Toronto,3520,22-Jan-96,1996,1,22,2,1996-01-22,cold,,mort_all_m_36_40,mort,all,Male,36,0.26,-2.54,18.8776986996305,14.5423987548668,38.004726558076,32.09437244444,5.2564208987625,10.2225850111752,76.5138888888889
Toronto,3520,23-Jan-96,1996,1,23,3,1996-01-23,cold,,mort_all_m_36_40,mort,all,Male,36,1.84,-2.08,28.3399240803207,23.6088113899756,38.6728690438615,38.3387978009687,1.9568975313857,3.6066592150741,91.0416666666667
Toronto,3520,24-Jan-96,1996,1,24,4,1996-01-24,cold,,mort_all_m_36_40,mort,all,Male,36,-0.16,-0.475,9.02828494718048,18.6841045137506,30.0336880697586,34.3532785568101,10.4618746492043,6.20938609029497,88.9027777777778
Toronto,3520,25-Jan-96,1996,1,25,5,1996-01-25,cold,,mort_all_m_36_40,mort,all,Male,36,-7.94,-1.5,7.83163663237242,8.42996078977645,32.0109645544882,31.0223263121234,16.0021229607714,13.2319988049878,65.7638888888889
Toronto,3520,26-Jan-96,1996,1,26,6,1996-01-26,cold,,mort_all_m_36_40,mort,all,Male,36,0.22,-1.51,12.1692637164809,10.0004501744267,33.1567506326413,32.5838575935648,9.29533948181793,12.6487312212947,74.6944444444445
Toronto,3520,27-Jan-96,1996,1,27,7,1996-01-27,cold,,mort_all_m_36_40,mort,all,Male,36,0.14,-1.935,5.53565837673046,8.85246104660569,18.4072962892151,25.7820234609282,22.5167522113161,15.906045846567,84.1527777777778
Toronto,3520,28-Jan-96,1996,1,28,1,1996-01-28,cold,,mort_all_m_36_40,mort,all,Male,36,-5.88,-3.365,6.69178544082004,6.11372190877525,25.2955236356828,21.8514099624489,24.4412223852616,23.4789872982888,66.3194444444445
Toronto,3520,29-Jan-96,1996,1,29,2,1996-01-29,cold,,mort_all_m_36_40,mort,all,Male,36,-2.52,-2.01,7.9191290647516,7.30545725278582,30.1427260803478,27.7191248580153,18.4906054785801,21.4659139319209,77.8194444444445
Toronto,3520,30-Jan-96,1996,1,30,3,1996-01-30,cold,,mort_all_m_36_40,mort,all,Male,36,-9.14,-4.35,6.1152268836655,7.01717797420855,26.6916898916458,28.4172079859968,19.4233620531747,18.9569837658774,69.112676056338
Toronto,3520,31-Jan-96,1996,1,31,4,1996-01-31,cold,,mort_all_m_36_40,mort,all,Male,36,-12.46,-7.5,8.27172586951291,7.1934763765892,32.8208258639945,29.7562578778201,13.6605109190818,16.5419364861282,72.4027777777778
Toronto,3520,01-Feb-96,1996,2,1,5,1996-02-01,cold,,mort_all_m_36_40,mort,all,Male,36,-12.44,-9.14,12.9691569196667,10.6204413945898,38.9680373357861,35.8944315998903,8.78802749338556,11.2242692062337,69.1111111111111
Toronto,3520,02-Feb-96,1996,2,2,6,1996-02-02,cold,,mort_all_m_36_40,mort,all,Male,36,-14.92,-12.24,6.20564079312882,9.58739885639776,26.6644861322442,32.8162617340152,18.2674200832628,13.5277237883242,59.6388888888889
Toronto,3520,03-Feb-96,1996,2,3,7,1996-02-03,cold,,mort_all_m_36_40,mort,all,Male,36,-16,-13.955,8.3291236896277,7.26738224137826,29.425451775507,28.0449689538756,15.8638175689072,17.065618826085,60.1527777777778
Toronto,3520,04-Feb-96,1996,2,4,1,1996-02-04,cold,,mort_all_m_36_40,mort,all,Male,36,-15.72,-14.77,9.40412044940658,8.86662206951714,27.7952557564064,28.6103537659567,15.9444697042079,15.9041436365575,61.5833333333333
Toronto,3520,05-Feb-96,1996,2,5,2,1996-02-05,cold,,mort_all_m_36_40,mort,all,Male,36,-13.7,-15.085,13.0740566496794,11.239088549543,34.9327050018206,31.3639803791135,9.39586926294403,12.670169483576,69.0833333333333
Toronto,3520,06-Feb-96,1996,2,6,3,1996-02-06,cold,,mort_all_m_36_40,mort,all,Male,36,-8.32,-13.435,10.0355485635295,11.5548026066045,36.8634866212534,35.898095811537,13.26369404266,11.329781652802,68.0845070422535
Toronto,3520,07-Feb-96,1996,2,7,4,1996-02-07,cold,,mort_all_m_36_40,mort,all,Male,36,-2.78,-10.13,16.7790811937488,13.4073148786392,38.4782278656813,37.6708572434674,8.27653080578607,10.7701124242231,82.7916666666667
Toronto,3520,08-Feb-96,1996,2,8,5,1996-02-08,cold,,mort_all_m_36_40,mort,all,Male,36,2.92,-5.47,22.012041570398,19.3955613820734,32.6098256307793,35.5440267482303,4.3006969901768,6.28861389798143,96.9855072463768
Toronto,3520,09-Feb-96,1996,2,9,6,1996-02-09,cold,,mort_all_m_36_40,mort,all,Male,36,2.625,-1.38875,11.6829309281034,16.8474862492507,27.837215553176,30.2235205919777,12.3570704533152,8.32888372174599,83.5694444444444
Toronto,3520,10-Feb-96,1996,2,10,7,1996-02-10,cold,,mort_all_m_36_40,mort,all,Male,36,0.975,0.935,18.4103297477224,15.0466303379129,34.222454062971,31.0298348080735,6.74270281832784,9.54988663582152,96.0277777777778
Toronto,3520,11-Feb-96,1996,2,11,1,1996-02-11,cold,,mort_all_m_36_40,mort,all,Male,36,-2.78,0.935,5.61096206055923,12.0106459041408,18.7545971160087,26.4885255894899,25.5724781526764,16.1575904855021,79.8888888888889
Toronto,3520,12-Feb-96,1996,2,12,2,1996-02-12,cold,,mort_all_m_36_40,mort,all,Male,36,-14.4,-3.395,4.981544732213,5.29625339638612,18.2848744732474,18.519735794628,28.7305496463513,27.1515138995138,64.3478260869565
Toronto,3520,13-Feb-96,1996,2,13,3,1996-02-13,cold,,mort_all_m_36_40,mort,all,Male,36,-10.86,-6.76625,8.69749124149745,6.83951798685522,32.9762678221067,25.630571147677,16.3414184678102,22.5359840570807,68.0833333333333
Toronto,3520,14-Feb-96,1996,2,14,4,1996-02-14,cold,,mort_all_m_36_40,mort,all,Male,36,-6.34,-8.595,9.70030778925604,9.19889951537674,37.9495280087041,35.4628979154054,13.6282454258305,14.9848319468204,81.8142857142857
Toronto,3520,15-Feb-96,1996,2,15,5,1996-02-15,cold,,mort_all_m_36_40,mort,all,Male,36,-8.575,-10.04375,10.8036321967368,10.2519699929964,41.6519902734343,39.8007591410692,12.4630975623582,13.0456714940944,69.2638888888889
Toronto,3520,16-Feb-96,1996,2,16,6,1996-02-16,cold,,mort_all_m_36_40,mort,all,Male,36,-10.34,-9.02875,10.5462427890474,10.6749374928921,42.7550766565432,42.2035334649888,12.8709792402708,12.6670384013145,65.6944444444445
Toronto,3520,17-Feb-96,1996,2,17,7,1996-02-17,cold,,mort_all_m_36_40,mort,all,Male,36,-8.42,-8.41875,13.3976016918775,11.9719222404625,42.5011283578869,42.628102507215,10.7893322250572,11.830155732664,79.2777777777778
Toronto,3520,18-Feb-96,1996,2,18,1,1996-02-18,cold,,mort_all_m_36_40,mort,all,Male,36,-12.66,-9.99875,4.79092446246334,9.09426307717044,21.487913214378,31.9945207861324,27.31552552812,19.0524288765886,65.0416666666667
Toronto,3520,19-Feb-96,1996,2,19,2,1996-02-19,cold,,mort_all_m_36_40,mort,all,Male,36,-4.22,-8.91,8.98413546642184,6.88752996444259,37.8589386233947,29.6734259188863,14.4696458593009,20.8925856937105,70.6388888888889
Toronto,3520,20-Feb-96,1996,2,20,3,1996-02-20,cold,,mort_all_m_36_40,mort,all,Male,36,2.58,-5.68,18.5000460591292,13.7420907627755,48.0751871673455,42.9670628953701,5.60038083156142,10.0350133454312,96.9027777777778
Toronto,3520,21-Feb-96,1996,2,21,4,1996-02-21,cold,,mort_all_m_36_40,mort,all,Male,36,4.18,-2.53,48.5837825850819,33.5419143221056,42.9563748418767,45.5157810046111,1.6176477125036,3.60901427203251,99.2083333333333
Toronto,3520,22-Feb-96,1996,2,22,5,1996-02-22,cold,,mort_all_m_36_40,mort,all,Male,36,1.36,0.975,15.6677525632935,32.1257675741877,29.1964473481491,36.0764110950129,5.5391172226903,3.57838246759695,96.1666666666667
Toronto,3520,23-Feb-96,1996,2,23,6,1996-02-23,cold,,mort_all_m_36_40,mort,all,Male,36,2.56,2.67,15.0625391431559,15.3651458532247,25.3821183821389,27.289282865144,6.88133243051913,6.21022482660471,98.8028169014085
Toronto,3520,24-Feb-96,1996,2,24,7,1996-02-24,cold,,mort_all_m_36_40,mort,all,Male,36,3.82,2.98,5.34181744992583,10.2021782965409,19.6291903214958,22.5056543518173,23.630378129989,15.2558552802541,74.4507042253521
Toronto,3520,25-Feb-96,1996,2,25,1,1996-02-25,cold,,mort_all_m_36_40,mort,all,Male,36,5.08,3.205,5.16184833431253,5.25183289211918,22.7325172594955,21.1808537904956,30.8575224563548,27.2439502931719,52.5833333333333
Toronto,3520,26-Feb-96,1996,2,26,2,1996-02-26,cold,,mort_all_m_36_40,mort,all,Male,36,1.48,3.235,9.49025056049876,7.32604944740564,39.1501994297964,30.9413583446459,17.3039089764335,24.0807157163941,71.7916666666667
Toronto,3520,27-Feb-96,1996,2,27,3,1996-02-27,cold,,mort_all_m_36_40,mort,all,Male,36,-0.02,2.59,9.10231781954462,9.29628419002169,31.9377207059206,35.5439600678585,13.9591678278249,15.6315384021292,88.9027777777778
Toronto,3520,28-Feb-96,1996,2,28,4,1996-02-28,cold,,mort_all_m_36_40,mort,all,Male,36,-1.78,1.19,6.0085892951426,7.55545355734361,22.8744825999967,27.4061016529586,19.6138079534949,16.7864878906599,78.1666666666667
Toronto,3520,29-Feb-96,1996,2,29,5,1996-02-29,cold,,mort_all_m_36_40,mort,all,Male,36,-9.64,-2.49,4.76842950834475,5.38850940174367,21.0935957340871,21.9840391670419,23.8795040945913,21.7466560240431,67.9583333333333
Toronto,3520,01-Mar-96,1996,3,1,6,1996-03-01,cold,,mort_all_m_36_40,mort,all,Male,36,-4.58,-4.005,8.77182686073737,6.77012818454106,26.8501113262416,23.9718535301643,16.5857575719576,20.2326308332745,62.5555555555556
Toronto,3520,02-Mar-96,1996,3,2,7,1996-03-02,cold,,mort_all_m_36_40,mort,all,Male,36,-1.04,-4.26,10.6928529609941,9.73233991086572,24.5540114566024,25.702061391422,16.7815555749476,16.6836565734526,73.4084507042254
Toronto,3520,03-Mar-96,1996,3,3,1,1996-03-03,cold,,mort_all_m_36_40,mort,all,Male,36,-7.56,-5.705,4.6585865943129,7.67571977765349,12.7077548830848,18.6308831698436,31.7899774218643,24.285766498406,65.7638888888889
Toronto,3520,04-Mar-96,1996,3,4,2,1996-03-04,cold,,mort_all_m_36_40,mort,all,Male,36,-6.46,-4.91,7.74868681821271,6.2036367062628,23.8529162212659,18.2803355521753,22.265210622103,27.0275940219837,63.2777777777778
Toronto,3520,05-Mar-96,1996,3,5,3,1996-03-05,cold,,mort_all_m_36_40,mort,all,Male,36,-3.04,-4.525,11.3446756347499,9.54668122648132,35.6511763749427,29.7520462981043,14.6639537179077,18.4645821700053,88.8194444444445
Toronto,3520,06-Mar-96,1996,3,6,4,1996-03-06,cold,,mort_all_m_36_40,mort,all,Male,36,-6.74,-5.95,7.00505248846909,9.17486406160951,26.5737275649919,31.1124519699673,23.1546444795925,18.9092990987501,70.8732394366197
Toronto,3520,07-Mar-96,1996,3,7,5,1996-03-07,cold,,mort_all_m_36_40,mort,all,Male,36,-12.1,-7.085,6.64699226610426,6.82602237728667,21.8178485108852,24.1957880379385,25.5526209435472,24.3536327115699,64
Toronto,3520,08-Mar-96,1996,3,8,6,1996-03-08,cold,,mort_all_m_36_40,mort,all,Male,36,-13.02,-8.725,5.51444342360139,6.08071784485282,19.6026900864846,20.7102692986849,23.3159720461467,24.4342964948469,56.7323943661972
Toronto,3520,09-Mar-96,1996,3,9,7,1996-03-09,cold,,mort_all_m_36_40,mort,all,Male,36,-10.82,-10.67,8.07164093261765,6.79304217810952,21.9417994569751,20.7722447717298,21.687697252284,22.5018346492153,67.5694444444445
Toronto,3520,10-Mar-96,1996,3,10,1,1996-03-10,cold,,mort_all_m_36_40,mort,all,Male,36,-7.66,-10.9,12.1345414200786,10.1030911763481,32.7545075975672,27.3481535272711,19.0605265161735,20.3741118842287,66.0416666666667
Toronto,3520,11-Mar-96,1996,3,11,2,1996-03-11,cold,,mort_all_m_36_40,mort,all,Male,36,-3,-8.625,18.8121061841353,15.473323802107,47.3599563763816,40.0572319869744,11.4125105595755,15.2365185378745,71.4027777777778
Toronto,3520,12-Mar-96,1996,3,12,3,1996-03-12,cold,,mort_all_m_36_40,mort,all,Male,36,-0.88,-5.59,24.5915897642015,21.7018479741684,59.2040837988384,53.28202008761,6.4527240605228,8.93261731004916,70.3194444444445
Toronto,3520,13-Mar-96,1996,3,13,4,1996-03-13,cold,,mort_all_m_36_40,mort,all,Male,36,2.46,-2.27,26.9789411696651,25.7852654669333,58.6529632474927,58.9285235231655,5.91664960526251,6.18468683289265,67.7777777777778
Toronto,3520,14-Mar-96,1996,3,14,5,1996-03-14,cold,,mort_all_m_36_40,mort,all,Male,36,6.26,1.21,14.5599036103549,20.76942239001,49.5812026828024,54.1170829651475,15.9546135631786,10.9356315842205,74.8333333333333
Toronto,3520,15-Mar-96,1996,3,15,6,1996-03-15,cold,,mort_all_m_36_40,mort,all,Male,36,0.84,2.17,6.19331354138221,10.3766085758686,26.092842639028,37.8370226609152,21.0099301826105,18.4822718728946,79.8450704225352
Toronto,3520,16-Mar-96,1996,3,16,7,1996-03-16,cold,,mort_all_m_36_40,mort,all,Male,36,-2.54,1.755,6.75843529945457,6.47587442041839,25.2490932134635,25.6709679262457,25.6839584523466,23.3469443174786,54.1666666666667
Toronto,3520,17-Mar-96,1996,3,17,1,1996-03-17,cold,,mort_all_m_36_40,mort,all,Male,36,-1.2,0.84,9.97828902685832,8.36836216315644,30.1703365193201,27.7097148663918,21.5602911116123,23.6221247819794,61.8888888888889
Toronto,3520,18-Mar-96,1996,3,18,2,1996-03-18,cold,,mort_all_m_36_40,mort,all,Male,36,2.56,-0.0849999999999999,17.781074769198,13.8796818980282,49.9089903514548,40.0396634353874,11.8348158384566,16.6975534750345,72.3194444444444
Toronto,3520,19-Mar-96,1996,3,19,3,1996-03-19,cold,,mort_all_m_36_40,mort,all,Male,36,6.8,1.405,6.12378714326589,11.952430956232,29.0870691235783,39.4980297375165,30.623318705155,21.2290672718058,56.5416666666667
Toronto,3520,20-Mar-96,1996,3,20,4,1996-03-20,cold,,mort_all_m_36_40,mort,all,Male,36,1.22,2.345,4.78166497364543,5.45272605845566,21.6977525480044,25.3924108357913,35.8932163717661,33.2582675384605,91.7222222222222
Toronto,3520,21-Mar-96,1996,3,21,5,1996-03-21,cold,,mort_all_m_36_40,mort,all,Male,36,-4.14,1.61,4.20711908742294,4.49439203053419,18.0132965280275,19.8555245380159,28.1815127269917,32.0373645493789,80.5972222222222
Toronto,3520,22-Mar-96,1996,3,22,6,1996-03-22,cold,,mort_all_m_36_40,mort,all,Male,36,-4.02,-0.0349999999999999,4.73242107757944,4.46977008250119,20.2875562629457,19.1504263954866,23.9737363034551,26.0776245152234,78.9583333333333
Toronto,3520,23-Mar-96,1996,3,23,7,1996-03-23,cold,,mort_all_m_36_40,mort,all,Male,36,-1.475,-2.10375,4.15199160636956,4.4422063419745,17.012577334598,18.6500667987719,30.7270631542509,27.350399728853,66.3030303030303
Toronto,3520,24-Mar-96,1996,3,24,1,1996-03-24,cold,,mort_all_m_36_40,mort,all,Male,36,-0.5,-2.53375,9.16140141601735,6.65669651119345,29.5705206915543,23.2915490130762,21.0889119238727,25.9079875390618,74.625
Toronto,3520,25-Mar-96,1996,3,25,2,1996-03-25,cold,,mort_all_m_36_40,mort,all,Male,36,6.76,0.19125,6.88008411540318,8.02074276571026,24.605116879708,27.0878187856312,26.937720191404,24.0133160576384,75.0416666666667
Toronto,3520,26-Mar-96,1996,3,26,3,1996-03-26,cold,,mort_all_m_36_40,mort,all,Male,36,-4.05,0.18375,3.53627259318049,5.20817835429183,14.8655933101931,19.7353550949506,33.5624965218941,30.2501083566491,62.4347826086957
Toronto,3520,27-Mar-96,1996,3,27,4,1996-03-27,cold,,mort_all_m_36_40,mort,all,Male,36,-6.22,-1.0025,7.049190394262,5.29273149372124,25.1680920684858,20.0168426893394,20.9023055618035,27.2324010418488,62.9722222222222
Toronto,3520,28-Mar-96,1996,3,28,5,1996-03-28,cold,,mort_all_m_36_40,mort,all,Male,36,-1.58,-1.2725,8.93460714580837,7.99189877003519,31.2122719966765,28.1901820325811,18.6422302456934,19.7722679037485,66.5774647887324
Toronto,3520,29-Mar-96,1996,3,29,6,1996-03-29,cold,,mort_all_m_36_40,mort,all,Male,36,3.2,-2.1625,8.99209298834605,8.96335006707721,34.6043409983129,32.9083064974947,18.8402833737893,18.7412568097413,59.9861111111111
Toronto,3520,30-Mar-96,1996,3,30,7,1996-03-30,cold,,mort_all_m_36_40,mort,all,Male,36,2.94,-0.415,8.07958013112325,8.53583655973465,27.5974387268795,31.1008898625962,27.6869401608382,23.2636117673137,66.5915492957747
Toronto,3520,31-Mar-96,1996,3,31,1,1996-03-31,cold,,mort_all_m_36_40,mort,all,Male,36,4.32,2.22,6.46849842712062,7.27403927912194,21.7228881225933,24.6601634247364,33.5152236766845,30.6010819187613,54.2361111111111
Toronto,3520,01-Apr-96,1996,4,1,2,1996-04-01,warm,,mort_all_m_36_40,mort,all,Male,36,2.82,3.32,5.4315591833634,5.95002880524201,20.6590129103057,21.1909505164495,32.2411696781148,32.8781966773996,73.0833333333333
Toronto,3520,02-Apr-96,1996,4,2,3,1996-04-02,warm,,mort_all_m_36_40,mort,all,Male,36,1.76,2.96,5.28677824362942,5.35916871349641,19.7554365747865,20.2072247425461,29.9331391195461,31.0871543988304,52.9861111111111
Toronto,3520,03-Apr-96,1996,4,3,4,1996-04-03,warm,,mort_all_m_36_40,mort,all,Male,36,0.26,2.29,10.6816304203014,7.98420433196544,33.4973540306738,26.6263953027301,18.4881175426512,24.2106283310986,88.25
Toronto,3520,04-Apr-96,1996,4,4,5,1996-04-04,warm,,mort_all_m_36_40,mort,all,Male,36,-1.84,0.75,6.87057515654834,8.77610278842489,27.0377042343702,30.267529132522,24.49315218673,21.4906348646906,80.1388888888889
Toronto,3520,05-Apr-96,1996,4,5,6,1996-04-05,warm,,mort_all_m_36_40,mort,all,Male,36,-0.62,-0.11,4.15527978900309,5.51292747277571,17.8453000299142,22.4415021321422,29.0404141757984,26.7667831812642,59.9861111111111
Toronto,3520,06-Apr-96,1996,4,6,7,1996-04-06,warm,,mort_all_m_36_40,mort,all,Male,36,-1.06,-0.815,6.95301779861336,5.55414879380823,22.5149157881786,20.1801079090464,21.5025447986512,25.2714794872248,67.9166666666667
Toronto,3520,07-Apr-96,1996,4,7,1,1996-04-07,warm,,mort_all_m_36_40,mort,all,Male,36,0.06,-0.865,6.31203064202736,6.63252422032036,21.8384774486785,22.1766966184286,18.8338182809061,20.1681815397786,87.5774647887324
Toronto,3520,08-Apr-96,1996,4,8,2,1996-04-08,warm,,mort_all_m_36_40,mort,all,Male,36,-0.46,-0.52,6.82843892580764,6.5702347839175,25.1354437103298,23.4869605795042,14.6503143600851,16.7420663204956,71.4583333333333
Toronto,3520,09-Apr-96,1996,4,9,3,1996-04-09,warm,,mort_all_m_36_40,mort,all,Male,36,0.38,-0.27,9.7841564222869,8.30629767404727,34.1602539295156,29.6478488199227,12.2926639117952,13.4714891359402,71.875
Toronto,3520,10-Apr-96,1996,4,10,4,1996-04-10,warm,,mort_all_m_36_40,mort,all,Male,36,3.175,0.78875,10.1128794745268,9.94851794840685,32.5508951804963,33.3555745550059,15.3378039788533,13.8152339453242,72.1617647058824
Toronto,3520,11-Apr-96,1996,4,11,5,1996-04-11,warm,,mort_all_m_36_40,mort,all,Male,36,6.52,2.40375,17.3943083389938,13.7535939067603,50.2001578830582,41.3755265317773,11.7347857640614,13.5362948714573,62.6764705882353
Toronto,3520,12-Apr-96,1996,4,12,6,1996-04-12,warm,,mort_all_m_36_40,mort,all,Male,36,6.3,4.09375,12.729083971838,15.0616961554159,40.1502062318115,45.1751820574349,11.6094463560235,11.6721160600425,91.6388888888889
Toronto,3520,13-Apr-96,1996,4,13,7,1996-04-13,warm,,mort_all_m_36_40,mort,all,Male,36,2.08,4.51875,7.84824519462128,10.2886645832297,22.4682158403039,31.3092110360577,21.5058939842713,16.5576701701474,85.728813559322
Toronto,3520,14-Apr-96,1996,4,14,1,1996-04-14,warm,,mort_all_m_36_40,mort,all,Male,36,4.16,4.765,9.64731066507824,8.74777792984976,23.1801829574828,22.8241993988934,29.2056842172616,25.3557891007665,82.0208333333333
Toronto,3520,15-Apr-96,1996,4,15,2,1996-04-15,warm,,mort_all_m_36_40,mort,all,Male,36,4.24,4.195,11.5052430981103,10.5762768815942,34.0589210508951,28.619552004189,19.3638123949165,24.2847483060891,86.4677419354839
Toronto,3520,16-Apr-96,1996,4,16,3,1996-04-16,warm,,mort_all_m_36_40,mort,all,Male,36,4.7,3.795,6.69677939681225,9.10101124746125,21.984720415525,28.02182073321,26.5938777021175,22.978845048517,80.2222222222222
Toronto,3520,17-Apr-96,1996,4,17,4,1996-04-17,warm,,mort_all_m_36_40,mort,all,Male,36,5.74,4.71,5.35956319725735,6.0281712970348,18.9211011612037,20.4529107883644,31.7421841341329,29.1680309181252,63.1111111111111
Toronto,3520,18-Apr-96,1996,4,18,5,1996-04-18,warm,,mort_all_m_36_40,mort,all,Male,36,6.64,5.33,11.1240480967832,8.24180564702026,37.4772796321135,28.1991903966586,20.3307334089202,26.0364587715265,62.1549295774648
Toronto,3520,19-Apr-96,1996,4,19,6,1996-04-19,warm,,mort_all_m_36_40,mort,all,Male,36,13.08,7.54,12.9480799195389,12.0360640081611,38.9732373958949,38.2252585140042,22.8982815938656,21.6145075013929,66.6666666666667
Toronto,3520,20-Apr-96,1996,4,20,7,1996-04-20,warm,,mort_all_m_36_40,mort,all,Male,36,14.2,9.915,11.0330786881209,11.9905793038299,31.2692345303117,35.1212359631033,28.5561013383326,25.7271914660991,82.1666666666667
Toronto,3520,21-Apr-96,1996,4,21,1,1996-04-21,warm,,mort_all_m_36_40,mort,all,Male,36,10.52,11.11,7.46869601658773,9.25088735235434,20.8208944594985,26.0450644949051,27.1657802805504,27.8609408094415,77.1388888888889
Toronto,3520,22-Apr-96,1996,4,22,2,1996-04-22,warm,,mort_all_m_36_40,mort,all,Male,36,7.82,11.405,8.48290557516757,7.97580079587765,38.2986511891714,29.5597728243349,6.77367644611067,16.9697283633305,94.9305555555556
Toronto,3520,23-Apr-96,1996,4,23,3,1996-04-23,warm,,mort_all_m_36_40,mort,all,Male,36,5.3,9.46,5.88114001295353,7.18202279406055,23.390097711116,30.8443744501437,18.8744465612673,12.824061503689,90.9305555555556
